Name,Year,Genre,NASales,EUSales,GlobalSales
Shin Megami Tensei: Persona 3,2006,Role-Playing,0.22,0.03,0.45
Persona,1995,Role-Playing,0,0,0.45
Band Hero,2009,Misc,0.21,0.19,0.45
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,0.26,0.14,0.45
Hot Wheels: Stunt Track Challenge,2004,Racing,0.32,0.12,0.45
Viking: Battle for Asgard,2008,Action,0.16,0.24,0.45
Maze Craze: A Game of Cops 'n Robbers,N/A,Action,0.42,0.02,0.45
Mobile Suit Gundam,1995,Action,0,0,0.45
Silent Hill: Homecoming,N/A,Action,0.25,0.16,0.45
SingStar Take That,2009,Misc,0,0.06,0.45
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010,Shooter,0.17,0.13,0.45
Final Fantasy Collection,1999,Role-Playing,0,0,0.45
Disney Sing It! High School Musical 3: Senior Year,2008,Misc,0.09,0.02,0.45
NBA Live 10,2009,Sports,0.4,0.02,0.45
Samurai Warriors: Xtreme Legends,2004,Action,0.04,0.03,0.45
Tony Hawk's Proving Ground,2007,Sports,0.36,0.05,0.45
NHL FaceOff,1994,Sports,0.25,0.17,0.45
WWE WrestleMania 21,2005,Fighting,0.34,0.1,0.45
Brunswick Pro Bowling,2010,Sports,0.38,0.04,0.45
Worms: Open Warfare 2,2007,Strategy,0.04,0.26,0.45
NBA Live 2005,2004,Sports,0.35,0.09,0.45
Defender II,1987,Shooter,0.42,0.02,0.45
WWE Day of Reckoning,2004,Fighting,0.35,0.09,0.45
Dragon Quest Heroes: Rocket Slime,2005,Action,0.13,0,0.45
ATV Quad Power Racing 2,2003,Racing,0.36,0.07,0.45
Walt Disney World Quest: Magical Racing Tour,2000,Racing,0.25,0.17,0.45
Sled Storm,2002,Racing,0.22,0.17,0.45
Vandal Hearts,1996,Role-Playing,0.14,0.09,0.45
Mario Tennis Ultra Smash,2015,Sports,0.13,0.16,0.45
Celebrity Sports Showdown,2008,Sports,0.18,0.22,0.45
Jawbreaker,1981,Action,0.42,0.03,0.45
Scooby-Doo! Mystery Mayhem,2004,Action,0.22,0.17,0.45
Mario Golf: Advance Tour,2004,Sports,0.32,0.12,0.45
Crash: Mind Over Mutant,2008,Platform,0.11,0.22,0.45
Karaoke Revolution,2009,Misc,0.24,0.16,0.45
Discovery Kids: Kitten Corner,2009,Simulation,0.42,0,0.45
Just Dance 2014,2013,Misc,0.3,0.11,0.45
Yu-Gi-Oh! Capsule Monster Coliseum,2004,Misc,0.22,0.17,0.44
Payday 2,2013,Shooter,0.21,0.15,0.44
Major League Baseball 2K6,2006,Sports,0.37,0.01,0.44
Jampack Volume 13 (RP-M),2005,Misc,0.37,0.01,0.44
World Soccer Winning Eleven 9,2005,Sports,0.06,0.33,0.44
NBA Live 2000,1999,Sports,0.42,0.02,0.44
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.22,0.17,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,0.37,0.01,0.44
Disney Infinity 3.0,2015,Action,0.19,0.21,0.44
TouchMaster 3,2009,Puzzle,0.3,0.11,0.44
The Thing,2002,Adventure,0.22,0.17,0.44
Disney Infinity 3.0,2015,Action,0.2,0.21,0.44
Van Helsing,2004,Action,0.22,0.17,0.44
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,0.3,0.12,0.44
Food Network: Cook or Be Cooked,2009,Misc,0.41,0,0.44
Transformers: Fall of Cybertron,2012,Action,0.28,0.13,0.44
Metro: Last Light,2013,Action,0.14,0.2,0.44
The Urbz: Sims in the City (all regions sales),2004,Simulation,0.4,0.01,0.44
Spawn: Armageddon,2003,Action,0.22,0.17,0.44
The Godfather (US sales),2006,Action,0.33,0.1,0.44
DmC: Devil May Cry,2013,Action,0.26,0.13,0.44
Plants vs. Zombies: Garden Warfare 2,2016,Shooter,0.26,0.15,0.44
World Stadium EX,1996,Sports,0,0,0.44
Tiger Woods PGA Tour 2003,2002,Sports,0.35,0.08,0.44
Battlefield 2: Modern Combat,2005,Shooter,0.37,0.01,0.44
G-Force,2009,Action,0.19,0.2,0.44
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.25,0.15,0.44
50 Cent: Bulletproof,2005,Action,0.33,0.1,0.44
Densetsu no Stafi 2,2003,Platform,0,0,0.44
Independence Day,1997,Shooter,0.25,0.17,0.44
Need for Speed: Shift 2 Unleashed,2011,Racing,0.18,0.22,0.44
Chocobo Racing,1999,Racing,0.07,0.05,0.44
Ninja Gaiden 3,2012,Action,0.19,0.1,0.44
Child of Eden,2011,Shooter,0.28,0.12,0.44
LEGO Star Wars II: The Original Trilogy,2006,Action,0.33,0.1,0.44
Family Fest Presents Circus Games,2008,Misc,0.1,0.29,0.44
My Spanish Coach,2007,Misc,0.4,0.01,0.44
The Darkness,2007,Shooter,0.36,0.04,0.44
Gundam SEED: Federation vs. Z.A.F.T.,2005,Shooter,0,0,0.44
Ms. Pac-Man Maze Madness,2000,Puzzle,0.25,0.17,0.44
Blood Omen: Legacy of Kain,1996,Role-Playing,0.25,0.17,0.44
Super Bomberman 4,1996,Puzzle,0,0,0.44
Bomberman II,1991,Puzzle,0.16,0.03,0.44
Duke Nukem 64,1997,Shooter,0.35,0.08,0.44
Sin and Punishment: Star Successor,2009,Shooter,0.2,0.14,0.44
Jump Start Pet Rescue,2009,Misc,0.41,0,0.44
Naughty Bear,2010,Action,0.18,0.18,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,0.34,0.09,0.44
Super Robot Taisen OG: Original Generations,2007,Strategy,0,0,0.44
Army Men World War: Final Front,2001,Action,0.24,0.17,0.44
Petz: Horsez 2,2007,Simulation,0.41,0,0.44
Puppy Luv: Spa and Resort,2007,Simulation,0.4,0,0.44
Yu-Gi-Oh! 5D's Tag Force 4,2009,Strategy,0.19,0.07,0.44
MX Unleashed,2004,Racing,0.34,0.08,0.44
Jikkyou Powerful Pro Yakyuu 9,2002,Sports,0,0,0.44
Grind Session,2000,Sports,0.24,0.17,0.44
Naruto: Gekito Ninja Taisen! 3,2004,Fighting,0,0,0.44
Barbie: Groom and Glam Pups,2010,Action,0.26,0.14,0.44
Wario World,2003,Platform,0.34,0.09,0.44
Scooby-Doo! Mystery Mayhem,2003,Action,0.31,0.12,0.44
Super Breakout,N/A,Puzzle,0.41,0.03,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,2003,Misc,0,0,0.44
Deer Drive,2010,Sports,0.41,0,0.44
Robert Ludlum's The Bourne Conspiracy,N/A,Action,0.26,0.14,0.44
Just Dance 4,2012,Misc,0.26,0.12,0.44
TimeSplitters 2,2002,Shooter,0.34,0.09,0.44
Battlebots: Design & Destroy,2003,Action,0.31,0.12,0.44
Devil May Cry HD Collection,2012,Action,0.28,0.11,0.44
Eternal Darkness: Sanity's Requiem,2002,Adventure,0.34,0.09,0.44
Power Rangers: S.P.D.,2004,Action,0.31,0.12,0.44
Naruto: Ultimate Ninja 3,2005,Fighting,0.36,0.01,0.44
SingStar Motown,2009,Misc,0,0.06,0.44
Neon Genesis Evangelion,1996,Adventure,0,0,0.44
Nicktoons: Attack of the Toybots,2007,Platform,0.4,0,0.44
Mobile Suit Gundam: One Year War,2005,Action,0,0,0.44
Tongari Boushi to Mahou no Otana,2010,Simulation,0,0,0.44
NFL Blitz 20-03,2002,Sports,0.21,0.17,0.44
Just Dance: Summer Party,2011,Misc,0.41,0,0.44
SpongeBob's Atlantis SquarePantis,2007,Action,0.36,0.01,0.44
Dragon Ball Z: Shin Budokai - Another Road,2007,Fighting,0.19,0.09,0.44
Master of Illusion,2006,Puzzle,0.16,0,0.44
Star Wars: Jedi Starfighter,2002,Simulation,0.35,0.07,0.44
Remington Great American Bird Hunt,2009,Sports,0.41,0,0.44
Classic NES Series: Metroid,2004,Adventure,0.26,0.1,0.43
Alpha Protocol,2010,Role-Playing,0.19,0.18,0.43
Tetris Axis,2011,Puzzle,0.2,0.13,0.43
Dora the Explorer: Dora Puppy,2009,Misc,0.39,0.01,0.43
Primal,2003,Action,0.21,0.17,0.43
Madden NFL 2002,2001,Sports,0.41,0.02,0.43
Need for Speed Underground 2,2004,Racing,0.31,0.12,0.43
007: Quantum of Solace,2008,Action,0.17,0,0.43
Spec Ops: Covert Assault,2001,Shooter,0.24,0.16,0.43
SSX Tricky,2001,Sports,0.32,0.09,0.43
Flight Control Rocket,2005,Simulation,0.31,0.12,0.43
FIFA 14,2013,Sports,0.01,0.36,0.43
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action,0.36,0.01,0.43
Trials Fusion,2014,Racing,0.13,0.21,0.43
Wheel of Fortune,2010,Misc,0.41,0,0.43
NiGHTS into dreams...,1996,Platform,0,0,0.43
NCAA Football 2004,2003,Sports,0.4,0.02,0.43
Overwatch,2016,Shooter,0.22,0.18,0.43
Rock Band 4,2015,Misc,0.35,0.04,0.43
NBA Jam,2010,Sports,0.38,0.03,0.43
Bionicle,2003,Action,0.21,0.17,0.43
Minecraft,2016,Misc,0.18,0.09,0.43
MLB 2002,2001,Sports,0.24,0.16,0.43
Sleeping Dogs,2014,Action,0.16,0.2,0.43
TimeSplitters,2000,Shooter,0.21,0.17,0.43
Barnstorming,1981,Action,0.4,0.02,0.43
InuYasha: The Secret of the Cursed Mask,2004,Role-Playing,0.21,0.17,0.43
Rune Factory 3: A Fantasy Harvest Moon,2009,Role-Playing,0.28,0.03,0.43
The Powerpuff Girls: Him and Seek,2002,Platform,0.31,0.11,0.43
Mega Man Zero 2,2003,Platform,0.18,0.07,0.43
Wonder Project J: Kikai no Shonen Pino,1994,Simulation,0,0,0.43
2010 FIFA World Cup South Africa,2010,Sports,0.23,0.15,0.43
Atelier Totori: The Adventurer of Arland,2010,Role-Playing,0.12,0.07,0.43
Spec Ops: The Line,2012,Shooter,0.21,0.19,0.43
The Fairly Odd Parents: Game Boy Advance Video Volume 1,2004,Misc,0.31,0.11,0.43
Ghostbusters: The Video Game,2009,Action,0.15,0.04,0.43
Hunter: The Reckoning  Wayward,2003,Action,0.21,0.16,0.43
How to Train Your Dragon,2010,Action,0.24,0.15,0.43
Command & Conquer 3: Tiberium Wars,2007,Strategy,0.35,0.05,0.43
WipEout 64,1998,Racing,0.28,0.14,0.43
Mischief Makers,1997,Platform,0.25,0.06,0.43
Max Payne 3,2012,Shooter,0.15,0.22,0.43
Petz Bunnyz,2008,Simulation,0.39,0.01,0.43
Castlevania: Portrait of Ruin,2006,Platform,0.33,0.03,0.43
NHL Slapshot,N/A,Sports,0.4,0,0.43
EyeToy: AntiGrav,2004,Sports,0.36,0.01,0.43
FIFA 14,2013,Sports,0,0.38,0.43
EverQuest Online Adventures,2003,Role-Playing,0.21,0.16,0.43
Cool Boarders,1996,Sports,0.1,0.07,0.43
"999: Nine Hours, Nine Persons, Nine Doors",2009,Adventure,0.37,0,0.43
Mobile Suit Gundam: Zeonic Front,2001,Simulation,0.09,0.07,0.43
Zone of the Enders HD Collection,2012,Simulation,0.21,0.08,0.43
Def Jam Icon,2007,Action,0.16,0.19,0.43
Tales of the World: Radiant Mythology,2006,Role-Playing,0.17,0.01,0.43
Monopoly,2008,Misc,0.21,0.16,0.43
Dawn of Mana,2006,Role-Playing,0.07,0.05,0.43
Microsoft Flight Simulator X,2006,Simulation,0.02,0.34,0.43
Lego Batman 3: Beyond Gotham,2014,Action,0.23,0.17,0.43
Madden NFL 2003,2002,Sports,0.33,0.09,0.43
NASCAR Kart Racing,2009,Racing,0.39,0,0.43
Disney Sing It,2008,Misc,0.39,0.01,0.43
Backyard Baseball,2002,Sports,0.31,0.11,0.43
Call of Duty: Black Ops II,2012,Shooter,0.21,0.18,0.43
TRON: Evolution,2010,Action,0.27,0.1,0.43
Midway Arcade Treasures,2003,Misc,0.33,0.08,0.43
Call of Duty: Modern Warfare: Mobilized,2009,Shooter,0.37,0.02,0.43
Petz: Horsez 2,2007,Simulation,0.39,0,0.43
The Smurfs,2011,Action,0.24,0.14,0.43
Bakugan: Battle Brawlers,2009,Action,0.21,0.16,0.43
NHL FaceOff 99,1997,Sports,0.24,0.16,0.43
Skylanders: Trap Team,2014,Action,0.18,0.17,0.43
SEGA Classics Collection,2005,Misc,0.21,0.16,0.43
Pirates of the Caribbean: At World's End,2007,Action,0.15,0.17,0.43
Juiced: Eliminator,2006,Racing,0.11,0.2,0.43
Naruto: Ninja Council 3,2006,Action,0.39,0,0.42
Neon Genesis Evangelion 2nd Impression,1997,Role-Playing,0,0,0.42
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,Strategy,0,0,0.42
NBA Street,2002,Sports,0.33,0.09,0.42
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.22,0.16,0.42
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.13,0.19,0.42
Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,0.23,0.02,0.42
The Legend of Spyro: The Eternal Night,2007,Platform,0.21,0.16,0.42
Mega Man Battle Network,2001,Role-Playing,0.14,0.05,0.42
LEGO Rock Band,2009,Misc,0.24,0.13,0.42
25 to Life,2006,Shooter,0.35,0.01,0.42
NHL 2K6,2005,Sports,0.21,0.16,0.42
Medal of Honor: Rising Sun,2003,Shooter,0.33,0.09,0.42
The Sims,2003,Simulation,0.31,0.1,0.42
Guitar Hero: Smash Hits,2009,Misc,0.23,0.15,0.42
Dog's Life,2003,Adventure,0.21,0.16,0.42
The X Files,1999,Adventure,0.24,0.16,0.42
Super Wagyan Land,1991,Action,0,0,0.42
Rascal,1998,Action,0.24,0.16,0.42
Hometown Story,2013,Role-Playing,0.22,0.13,0.42
Tony Hawk's American Wasteland,2005,Sports,0.33,0.08,0.42
Top Spin 4,2011,Sports,0.15,0.23,0.42
Famicom Mini: Super Mario Bros. 2,2004,Platform,0,0,0.42
Crash: Mind Over Mutant,2008,Platform,0.39,0,0.42
Medal of Honor Heroes 2,2007,Shooter,0.34,0.04,0.42
Yu-Gi-Oh! GX: Tag Force 2,2007,Strategy,0.03,0.2,0.42
Colony Wars,1997,Simulation,0.24,0.16,0.42
All-Star Baseball 2004,2003,Sports,0.21,0.16,0.42
Big Strike Bowling,2003,Sports,0.23,0.16,0.42
Ragnarok Odyssey,2012,Role-Playing,0.22,0.01,0.42
Harry Potter and the Deathly Hallows - Part 1,2010,Action,0.2,0.19,0.42
Horsez,2006,Simulation,0.38,0.01,0.42
SpongeBob's Truth or Square (US sales),2009,Action,0.42,0,0.42
NASCAR Thunder 2002,2001,Racing,0.23,0.16,0.42
Grandia,1997,Role-Playing,0,0,0.42
ESPN NHL 2K5,2004,Sports,0.32,0.09,0.42
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,2005,Misc,0.3,0.11,0.42
Hot Wheels World Race,2003,Racing,0.21,0.16,0.42
Avatar: The Last Airbender - The Burning Earth,2007,Action,0.21,0.16,0.42
Superman: Shadow of Apokolips,2002,Action,0.21,0.16,0.42
NiGHTS: Journey of Dreams,2007,Platform,0.33,0.03,0.42
American Chopper,2004,Racing,0.35,0.01,0.42
Vanquish,2010,Shooter,0.19,0.17,0.42
Star Wars Trilogy: Apprentice of the Force,2004,Action,0.3,0.11,0.42
Marvel Super Hero Squad,2009,Fighting,0.37,0.02,0.42
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,0.3,0.11,0.42
JGTC: All-Japan Grand Touring Car Championship,1998,Racing,0.23,0.16,0.42
NBA Live 06,2005,Sports,0.39,0,0.42
Arc the Lad III,1999,Role-Playing,0,0,0.42
Solitaire Overload,2007,Misc,0.39,0,0.42
Mobile Suit Gundam: Gundam vs. Gundam,2008,Fighting,0,0,0.42
Test Drive,2002,Racing,0.35,0.05,0.42
Jikkyou Powerful Pro Yakyuu 11,2004,Sports,0,0,0.42
Ghost Trick: Phantom Detective,2010,Adventure,0.2,0.08,0.42
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Action,0.21,0.16,0.42
Rush 2: Extreme Racing USA,1998,Racing,0.35,0.06,0.42
NFL Blitz 2001,2000,Sports,0.34,0.07,0.42
Dr. Mario 64,2001,Puzzle,0.34,0.07,0.42
Jikkyou Powerful Pro Yakyuu 6,1999,Sports,0,0,0.42
Army Men: Sarge's Heroes 2,2000,Shooter,0.34,0.07,0.42
James Bond 007: Everything or Nothing,2004,Shooter,0.32,0.08,0.42
Green Day: Rock Band,2010,Misc,0.19,0.16,0.42
Wolfenstein: The Old Blood,2015,Action,0.09,0.25,0.42
MLB 08: The Show,2008,Sports,0.35,0.01,0.42
Disney Infinity 2.0: Marvel Super Heroes,2014,Action,0.24,0.15,0.42
Dance Dance Revolution Ultramix 2,2004,Simulation,0.32,0.09,0.42
Mega Man Anniversary Collection,2004,Platform,0.32,0.08,0.42
Blazing Angels: Squadrons of WWII,2006,Simulation,0.36,0.03,0.42
Super Famista 4,1995,Sports,0,0,0.42
The Fairly Odd Parents: Game Boy Advance Video Volume 2,2004,Misc,0.3,0.11,0.42
Cabela's Legendary Adventures,2008,Sports,0.21,0.16,0.42
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,2010,Misc,0,0,0.42
Harry Potter and the Goblet of Fire,2005,Action,0.32,0.08,0.42
JumpStart: Escape from Adventure Island,2009,Adventure,0.39,0,0.42
Thrillville: Off the Rails,2007,Strategy,0.2,0.16,0.42
Style Lab: Makeover,2009,Simulation,0.35,0.03,0.42
Condemned: Criminal Origins,2005,Action,0.36,0.03,0.42
Mega Man X6,2001,Action,0.14,0.1,0.42
Monster Jam: Urban Assault,2008,Racing,0.39,0,0.42
BloodRayne,2002,Shooter,0.2,0.16,0.42
Kumamon Bomber: Puzzle de Kumamon Taisou,2005,Puzzle,0.32,0.08,0.42
Castlevania: Curse of Darkness,2005,Action,0.18,0.14,0.42
Tom Clancy's HAWX 2,2010,Action,0.21,0.12,0.42
Harvest Moon: Grand Bazaar,2008,Simulation,0.22,0.05,0.42
International Superstar Soccer Pro '98,1998,Sports,0.02,0.02,0.42
Jimmy Neutron: Boy Genius,2001,Platform,0.3,0.11,0.42
Black,2006,Shooter,0.31,0.09,0.42
Zack & Wiki: Quest for Barbaros' Treasure,2007,Adventure,0.18,0.17,0.42
Double Pack: Finding Nemo / The Incredibles,2006,Action,0.31,0.09,0.42
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.21,0.13,0.42
NBA 2K11,2010,Action,0.39,0,0.42
Animal Crossing: Amiibo Festival,2015,Misc,0.19,0.11,0.42
Hyrule Warriors,2016,Action,0.16,0.12,0.42
Harry Potter and the Deathly Hallows - Part 1,2010,Action,0.13,0.21,0.42
Fishing Resort,2011,Sports,0.16,0,0.42
WWE All Stars,2011,Fighting,0.16,0.18,0.42
Lord of the Rings: The Third Age,2004,Role-Playing,0.31,0.09,0.42
Football Manager Handheld 2011,2010,Sports,0,0.28,0.42
Pirates of the Caribbean: At World's End,2007,Action,0.2,0.16,0.42
Mega Man Legends 2,2000,Adventure,0.17,0.12,0.42
X-Men vs. Street Fighter,1997,Fighting,0.16,0.11,0.42
High Rollers Casino,2004,Misc,0.2,0.16,0.42
Castlevania: The Dracula X Chronicles,2007,Platform,0.22,0.09,0.42
The Suffering,2004,Action,0.2,0.16,0.42
Cyber Troopers Virtual-On,1995,Fighting,0,0,0.42
Katamari Forever,2009,Puzzle,0.26,0.05,0.42
Star Wars Starfighter: Special Edition,2001,Simulation,0.3,0.1,0.42
TimeShift,2007,Shooter,0.36,0.02,0.41
NBA Jam,2003,Sports,0.2,0.16,0.41
Zone of the Enders: The 2nd Runner,2003,Simulation,0.15,0.12,0.41
Ghostbusters: The Video Game,2009,Action,0.26,0.12,0.41
Attack on Titan: Humanity in Chains,2013,Action,0,0,0.41
Jampack Spring 2004 (RP-T),2003,Misc,0.2,0.16,0.41
Dexter's Laboratory Deesaster Strikes,2001,Adventure,0.3,0.11,0.41
NFL GameDay 2004,2003,Sports,0.2,0.16,0.41
Scooby-Doo and the Cyber Chase,2001,Adventure,0.3,0.11,0.41
Danganronpa: Trigger Happy Havoc,2013,Misc,0.14,0.07,0.41
TERA,N/A,Role-Playing,0.24,0.12,0.41
Tomb Raider: The Last Revelation,1998,Action,0.41,0,0.41
pro evolution soccer 2011,2010,Sports,0.04,0.21,0.41
Sega Rally Championship 2,1999,Racing,0,0,0.41
Quake II,1998,Shooter,0.23,0.16,0.41
Crash of the Titans,2007,Action,0.34,0.01,0.41
BioShock,2007,Shooter,0.01,0.39,0.41
Cars: Mater-National Championship,2007,Racing,0.37,0.01,0.41
MLB 10: The Show,2010,Sports,0.2,0.16,0.41
Wheel of Fortune: 2nd Edition,2000,Misc,0.23,0.16,0.41
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,0.26,0.13,0.41
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,2009,Fighting,0,0,0.41
Cool Boarders 2001,2000,Sports,0.23,0.16,0.41
Grudge Warriors,1999,Action,0.23,0.16,0.41
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,Sports,0,0,0.41
Destiny: The Taken King,2015,Shooter,0.16,0.17,0.41
Mobile Suit Gundam,1995,Action,0,0,0.41
Mass Effect Trilogy,2012,Action,0.28,0.1,0.41
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Shooter,0.17,0.15,0.41
Wolfenstein: The New Order,2014,Shooter,0.18,0.19,0.41
James Patterson Women's Murder Club: Games of Passion,2009,Adventure,0.15,0.22,0.41
Farming Simulator 2015,2015,Simulation,0.21,0.16,0.41
Jimmy Neutron: Boy Genius,2002,Platform,0.2,0.16,0.41
Itadaki Street DS,2007,Misc,0,0,0.41
Castlevania: Order of Ecclesia,2008,Platform,0.31,0.03,0.41
BlazBlue: Continuum Shift,2010,Fighting,0.21,0.08,0.41
X-Men: The Official Game,2006,Action,0.2,0.16,0.41
300: March to Glory,2007,Action,0.27,0.08,0.41
E0: Enemy Zero,1996,Adventure,0,0,0.41
Nicktoons: Unite!,2005,Adventure,0.34,0.01,0.41
Six Flags Fun Park,2009,Misc,0.28,0.1,0.41
Spore Hero,2009,Simulation,0.36,0.03,0.41
Mass Effect Trilogy,2012,Action,0.37,0,0.41
NASCAR Racing,1996,Racing,0.23,0.16,0.41
LEGO Jurassic World,2015,Action,0.09,0.23,0.41
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009,Misc,0,0,0.41
Up,2009,Action,0.24,0.1,0.41
Spider-Man: Web of Shadows,2008,Action,0.36,0.02,0.41
Boku no Natsuyasumi 2: Umi no Bouken Hen,2002,Adventure,0,0,0.41
SpongeBob SquigglePants,2011,Misc,0.36,0.03,0.41
Cars: Race-O-Rama,2009,Racing,0.29,0.07,0.41
Fantastic Pets,2011,Simulation,0.3,0.08,0.41
Command & Conquer: Red Alert,1997,Strategy,0.23,0.16,0.41
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.23,0.14,0.41
Dig Dug,1985,Puzzle,0,0,0.41
Ogre Battle 64: Person of Lordly Caliber,1999,Role-Playing,0.1,0.02,0.41
Superman: The New Superman Adventures,1999,Action,0.33,0.07,0.41
UEFA Euro 2008 Austria-Switzerland,2008,Sports,0.08,0.27,0.41
The Terminator: Dawn of Fate,2002,Action,0.2,0.16,0.41
The LEGO Movie Videogame,2014,Action,0.05,0.26,0.41
Rogue Galaxy: Director's Cut,2007,Role-Playing,0.2,0.16,0.41
Armored Core,1997,Simulation,0.13,0.09,0.41
Monster Trucks Mayhem,2009,Racing,0.39,0,0.41
Winter Sports 2: The Next Challenge,2008,Sports,0.18,0.19,0.41
Green Day: Rock Band,2010,Misc,0.24,0.13,0.41
Densha De Go! 2,1999,Simulation,0,0,0.41
Transformers: Fall of Cybertron,2012,Action,0.19,0.15,0.41
Call of Duty: Advanced Warfare,2014,Shooter,0.14,0.23,0.41
Disney Princess: Enchanting Storybooks,2011,Misc,0.26,0.11,0.41
Monopoly Streets,2010,Misc,0.16,0.18,0.41
Band Hero,2009,Misc,0.15,0.06,0.41
The Wonderful 101,2013,Action,0.2,0.1,0.41
No More Heroes 2: Desperate Struggle,2010,Action,0.21,0.12,0.41
Battlefield 2: Modern Combat,2006,Shooter,0.35,0.02,0.41
Armored Core 2: Another Age,2001,Simulation,0.11,0.08,0.41
Buzz! Junior: Jungle Party,2006,Misc,0.2,0.16,0.41
Mortal Kombat: Deadly Alliance,2002,Fighting,0.31,0.08,0.41
Marvel: Ultimate Alliance,2006,Role-Playing,0.37,0.01,0.41
NBA 2K11,2010,Action,0.34,0.01,0.41
AKB1/48: Idol to Koishitara...,2010,Misc,0,0,0.41
Pro Pinball,1996,Misc,0.23,0.15,0.41
'98 Koshien,1998,Sports,0.15,0.1,0.41
NBA 2K9,2008,Sports,0.34,0.01,0.41
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),2001,Misc,0,0,0.41
Speed Racer: The Videogame,2008,Racing,0.36,0.02,0.41
Naughty Bear,2010,Action,0.21,0.16,0.41
Littlest Pet Shop,2008,Simulation,0.34,0.04,0.41
TNA iMPACT!,2008,Fighting,0.22,0.12,0.41
Just Dance Kids 2,2011,Misc,0.29,0.09,0.41
Duke Nukem Forever,2011,Shooter,0.18,0.17,0.41
Hatsune Miku: Project Diva 2nd,2010,Misc,0,0,0.41
Marvel: Ultimate Alliance 2,2009,Role-Playing,0.23,0.02,0.41
Mario no Super Picross,1995,Puzzle,0,0,0.41
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,0.34,0.01,0.41
Jikkyou Powerful Pro Yakuu '94,1994,Sports,0,0,0.41
Disney's Tarzan Untamed,2001,Platform,0.2,0.16,0.41
Borderlands: The Handsome Collection,2015,Shooter,0.24,0.13,0.41
The Gunstringer,2011,Shooter,0.26,0.11,0.41
Knockout Kings 2001,2000,Fighting,0.23,0.15,0.41
From Russia With Love,2005,Action,0.34,0.01,0.41
FIFA Soccer 13,2012,Action,0.02,0.31,0.41
Asura's Wrath,2012,Action,0.18,0.12,0.41
Avatar: The Game,2009,Action,0.19,0.18,0.41
My Virtual Tutor: Reading Adventure First to Second Grade,2009,Misc,0.38,0,0.41
Minority Report: Everybody Runs,2002,Action,0.2,0.15,0.41
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003,Misc,0.23,0.15,0.4
NFL GameDay 2002,2001,Sports,0.23,0.15,0.4
Pengo,1983,Adventure,0.38,0.02,0.4
Disney Sing It! High School Musical 3: Senior Year,2008,Misc,0.08,0.26,0.4
Story of Seasons,2014,Simulation,0,0.13,0.4
Beowulf: The Game,2007,Action,0.36,0.01,0.4
Mouse Trap,1981,Action,0.38,0.02,0.4
Super Monkey Ball: Step & Roll,2010,Action,0.17,0.2,0.4
Hatsune Miku: Project Diva F 2nd,2014,Misc,0.13,0.06,0.4
Overlord,2007,Strategy,0.34,0.03,0.4
Tak and the Power of Juju,2003,Platform,0.31,0.08,0.4
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,0.32,0.04,0.4
Sega Superstars Tennis,2008,Sports,0.13,0.2,0.4
LEGO Harry Potter: Years 5-7,N/A,Action,0.18,0.19,0.4
Dragon Quest X,2013,Role-Playing,0,0,0.4
Wall-E,2008,Platform,0.12,0.21,0.4
Medarot: Kabuto / Kuwagata Version,1997,Role-Playing,0,0,0.4
NBA 2K10,2009,Sports,0.33,0.01,0.4
Defender,2002,Misc,0.2,0.15,0.4
NFL GameDay 2003,N/A,Sports,0.2,0.15,0.4
WipeOut 3 The Game,2012,Action,0.38,0,0.4
Taiko no Tatsujin Wii: Dodon to 2 Yome!,2009,Misc,0,0,0.4
Thief (2014),2014,Action,0.1,0.2,0.4
Congo Bongo,1982,Action,0.37,0.02,0.4
